superkingdom	kingdom	phylum	class	order	family	genus	species
Eukaryota	Metazoa	Chordata	Actinopteri	Pempheriformes	Lateolabracidae	Lateolabrax	Lateolabrax maculatus
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Bovichtidae	Cottoperca	Cottoperca gobio
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	Gasterosteus aculeatus
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Gasterosteidae	Gasterosteus	NA
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Perca	Perca flavescens
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Sander	Sander lucioperca
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	NA	NA
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Pseudanthias	Pseudanthias lori
Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	NA	NA	NA
Eukaryota	Metazoa	Chordata	Mammalia	Perissodactyla	Equidae	Equus	Equus caballus
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Cynoglossidae	Cynoglossus	Cynoglossus semilaevis
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Paralichthyidae	Paralichthys	Paralichthys olivaceus
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys flesus
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Pleuronectidae	Platichthys	Platichthys stellatus
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus	Scophthalmus maximus
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	Soleidae	Solea	Solea senegalensis
Eukaryota	Metazoa	Chordata	Actinopteri	Pleuronectiformes	NA	NA	NA
Eukaryota	Metazoa	Chordata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	Erpetoichthys calabaricus
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cebidae	Callithrix	Callithrix jacchus
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Cercopithecidae	Macaca	Macaca mulatta
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Homo	Homo sapiens
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pan	Pan troglodytes
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	Pongo	Pongo abelii
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Hominidae	NA	NA
Eukaryota	Metazoa	Chordata	Mammalia	Primates	Lepilemuridae	Lepilemur	Lepilemur dorsalis
Eukaryota	Metazoa	Chordata	Mammalia	Primates	NA	NA	NA
Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus
Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Cricetidae	Mesocricetus	Mesocricetus auratus
Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Grammomys	Grammomys surdaster
Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Mus	Mus musculus
Eukaryota	Metazoa	Chordata	Mammalia	Rodentia	Muridae	Rattus	Rattus norvegicus
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus sp. 'balchen'
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus mykiss
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus tshawytscha
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	NA
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo salar
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	Salmo trutta
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salmo	NA
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Salvelinus alpinus
Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	NA	NA
Eukaryota	Metazoa	Chordata	Thaliacea	Salpida	Salpidae	Salpa	NA
Eukaryota	Metazoa	Chordata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus	Lepisosteus oculatus
Eukaryota	Metazoa	Chordata	Actinopteri	Siluriformes	Trichomycteridae	Paracanthopoma	Paracanthopoma parva
Eukaryota	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Acanthopagrus	Acanthopagrus schlegelii
Eukaryota	Metazoa	Chordata	Actinopteri	Spariformes	Sparidae	Sparus	Sparus aurata
Eukaryota	Metazoa	Chordata	Ascidiacea	Stolidobranchia	Pyuridae	Halocynthia	Halocynthia roretzi
Eukaryota	Metazoa	Chordata	Actinopteri	Synbranchiformes	Mastacembelidae	Mastacembelus	Mastacembelus armatus
Eukaryota	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Syngnathus	Syngnathus acus
Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Takifugu	NA
Eukaryota	Metazoa	Chordata	Actinopteri	NA	Ambassidae	Parambassis	Parambassis ranga
Eukaryota	Metazoa	Chordata	Actinopteri	NA	Centropomidae	Lates	Lates calcarifer
Eukaryota	Metazoa	Chordata	Actinopteri	NA	Moronidae	Dicentrarchus	Dicentrarchus labrax
Eukaryota	Metazoa	Chordata	Actinopteri	NA	Sciaenidae	Larimichthys	Larimichthys crocea
Eukaryota	Metazoa	Chordata	Actinopteri	NA	Sciaenidae	Larimichthys	Larimichthys polyactis
Eukaryota	Metazoa	Chordata	Actinopteri	NA	NA	NA	NA
Eukaryota	Metazoa	Chordata	Aves	NA	NA	NA	NA
Eukaryota	Metazoa	Chordata	Mammalia	NA	NA	NA	NA
Eukaryota	Metazoa	Chordata	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Anthozoa	Actiniaria	Actiniidae	Epiactis	NA
Eukaryota	Metazoa	Cnidaria	Anthozoa	Actiniaria	Edwardsiidae	Nematostella	Nematostella vectensis
Eukaryota	Metazoa	Cnidaria	Anthozoa	Actiniaria	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Coryne	Coryne nipponica
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Sarsia	Sarsia tubulosa
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	Sarsia	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Corynidae	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydractiniidae	Clava	Clava multicornis
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydractiniidae	Hydractinia	Hydractinia symbiolongicarpus
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydractiniidae	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Hydridae	Hydra	Hydra vulgaris
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Polyorchidae	Spirocodon	Spirocodon saltatrix
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	Proboscidactylidae	Proboscidactyla	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Anthoathecata	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Myxozoa	Bivalvulida	Parvicapsulidae	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Clytia	Clytia hemisphaerica
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Gonothyraea	Gonothyraea loveni
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Laomedea	Laomedea flexuosa
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Obelia	Obelia longissima
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Obelia	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	Opercularella	Opercularella lacerata
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Campanulariidae	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Mitrocomidae	Mitrocomella	Mitrocomella polydiademata
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	Sertulariidae	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Leptothecata	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Anthozoa	Scleractinia	Pocilloporidae	Stylophora	Stylophora pistillata
Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Cyaneidae	Cyanea	Cyanea capillata
Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Cyaneidae	Cyanea	NA
Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Pelagiidae	Chrysaora	Chrysaora pacifica
Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	Aurelia aurita
Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	Ulmaridae	Aurelia	NA
Eukaryota	Metazoa	Cnidaria	Scyphozoa	Semaeostomeae	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	Siphonophorae	Pyrostephidae	Bargmannia	Bargmannia sp. 2 BO-2009
Eukaryota	Metazoa	Cnidaria	Anthozoa	NA	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	Hydrozoa sp. prey of Macellomenia sp. KMK-2014
Eukaryota	Metazoa	Cnidaria	Hydrozoa	NA	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	Scyphozoa	NA	NA	NA	NA
Eukaryota	Metazoa	Cnidaria	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Ctenophora	Nuda	Beroida	Beroidae	Beroe	Beroe ovata
Eukaryota	Metazoa	Ctenophora	Tentaculata	Lobata	Bolinopsidae	Mnemiopsis	Mnemiopsis leidyi
Eukaryota	Metazoa	Ctenophora	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	Asterias amurensis
Eukaryota	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	Asterias rubens
Eukaryota	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	Asterias	NA
Eukaryota	Metazoa	Echinodermata	Asteroidea	Forcipulatida	Asteriidae	NA	NA
Eukaryota	Metazoa	Echinodermata	Ophiuroidea	Ophiurida	NA	NA	NA
Eukaryota	Metazoa	Echinodermata	Asteroidea	NA	NA	NA	NA
Eukaryota	Metazoa	Echinodermata	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Gastrotricha	NA	Chaetonotida	Chaetonotidae	Heterolepidoderma	Heterolepidoderma sinus
Eukaryota	Metazoa	Gastrotricha	NA	Chaetonotida	Chaetonotidae	NA	NA
Eukaryota	Metazoa	Gastrotricha	NA	Chaetonotida	NA	NA	NA
Eukaryota	Metazoa	Hemichordata	Enteropneusta	NA	Harrimaniidae	Saccoglossus	Saccoglossus kowalevskii
Eukaryota	Metazoa	Mollusca	Gastropoda	Aplysiida	Aplysiidae	Aplysia	Aplysia californica
Eukaryota	Metazoa	Mollusca	Gastropoda	Architaenioglossa	Ampullariidae	Pomacea	Pomacea canaliculata
Eukaryota	Metazoa	Mollusca	Bivalvia	Arcoida	Arcidae	Arca	Arca noae
Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Hydrobiidae	Marstonia	Marstonia arga
Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Littorina	Littorina saxatilis
Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Littorinidae	Littorina	NA
Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	Rissoa	Rissoa labiosa
Eukaryota	Metazoa	Mollusca	Gastropoda	Littorinimorpha	Rissoidae	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Myoida	Myidae	Mya	Mya arenaria
Eukaryota	Metazoa	Mollusca	Bivalvia	Myoida	Pholadidae	Barnea	Barnea candida
Eukaryota	Metazoa	Mollusca	Bivalvia	Myoida	NA	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus californianus
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus chilensis
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus coruscus
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus edulis
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus galloprovincialis
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	Mytilus trossulus
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Perna	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	Septifer	Septifer virgatus
Eukaryota	Metazoa	Mollusca	Bivalvia	Mytiloida	Mytilidae	NA	NA
Eukaryota	Metazoa	Mollusca	Gastropoda	Neogastropoda	Buccinidae	NA	NA
Eukaryota	Metazoa	Mollusca	Gastropoda	Neogastropoda	Conidae	Conus	Conus infrenatus
Eukaryota	Metazoa	Mollusca	Bivalvia	Nuculanoida	Bathyspinulidae	Bathyspinula	Bathyspinula hilleri
Eukaryota	Metazoa	Mollusca	Bivalvia	Nuculanoida	NA	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Nuculoida	Nuculidae	Brevinucula	Brevinucula verrillii
Eukaryota	Metazoa	Mollusca	Gastropoda	Nudibranchia	NA	NA	NA
Eukaryota	Metazoa	Mollusca	Cephalopoda	Octopoda	Octopodidae	Octopus	Octopus vulgaris
Eukaryota	Metazoa	Mollusca	Bivalvia	Ostreoida	Ostreidae	Crassostrea	Crassostrea gigas
Eukaryota	Metazoa	Mollusca	Bivalvia	Pectinoida	Pectinidae	Mizuhopecten	Mizuhopecten yessoensis
Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helix	Helix aspersa
Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	Helicidae	Helix	Helix pomatia
Eukaryota	Metazoa	Mollusca	Gastropoda	Stylommatophora	NA	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Arcticidae	Arctica	Arctica islandica
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma edule
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	Cerastoderma glaucum
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Cardiidae	Cerastoderma	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Cardiidae	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Donacidae	Donax	Donax trunculus
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Mactridae	Spisula	Spisula subtruncata
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Pharidae	Ensis	Ensis minor
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Pharidae	Pharus	Pharus legumen
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Pharidae	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Solenidae	Solen	Solen grandis
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Tellinidae	Limecola	Limecola balthica
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	Tellinidae	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	Veneroida	NA	NA	NA
Eukaryota	Metazoa	Mollusca	Bivalvia	NA	NA	NA	NA
Eukaryota	Metazoa	Mollusca	Gastropoda	NA	Lottiidae	Lottia	Lottia gigantea
Eukaryota	Metazoa	Mollusca	Gastropoda	NA	Lymnaeidae	Galba	Galba truncatula
Eukaryota	Metazoa	Mollusca	Gastropoda	NA	Pachychilidae	Sulcospira	Sulcospira paludiformis
Eukaryota	Metazoa	Mollusca	Gastropoda	NA	NA	NA	NA
Eukaryota	Metazoa	Mollusca	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Nematoda	Chromadorea	Monhysterida	Monhysteridae	NA	NA
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Brugia	Brugia timori
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Onchocercidae	Onchocerca	Onchocerca flexuosa
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Oxyuridae	Syphacia	Syphacia muris
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis briggsae
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Rhabditidae	Caenorhabditis	Caenorhabditis remanei
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Strongyloididae	Parastrongyloides	Parastrongyloides trichosuri
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Strongyloididae	Strongyloides	Strongyloides ratti
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	Toxocaridae	Toxocara	Toxocara canis
Eukaryota	Metazoa	Nematoda	Chromadorea	Rhabditida	NA	NA	NA
Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Ancylostomatidae	Necator	Necator americanus
Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus contortus
Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Haemonchidae	Haemonchus	Haemonchus placei
Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Heligmosomatidae	Heligmosomoides	Heligmosomoides polygyrus
Eukaryota	Metazoa	Nematoda	Chromadorea	Strongylida	Strongylidae	Cylicostephanus	Cylicostephanus goldi
Eukaryota	Metazoa	Phoronida	NA	NA	NA	Phoronis	Phoronis vancouverensis
Eukaryota	Metazoa	Placozoa	NA	NA	Trichoplacidae	Trichoplax	Trichoplax adhaerens
Eukaryota	Metazoa	Placozoa	NA	NA	Trichoplacidae	Trichoplax	NA
Eukaryota	Metazoa	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Dibothriocephalus	Dibothriocephalus latus
Eukaryota	Metazoa	Platyhelminthes	Cestoda	Diphyllobothriidea	Diphyllobothriidae	Spirometra	Spirometra erinaceieuropaei
Eukaryota	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	Dicrocoeliidae	Brachydistomum	Brachydistomum olssoni
Eukaryota	Metazoa	Platyhelminthes	Trematoda	Plagiorchiida	Fasciolidae	Fasciola	Fasciola hepatica
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Polycladida	Prosthiostomidae	Prosthiostomum	Prosthiostomum siphunculus
Eukaryota	Metazoa	Platyhelminthes	Monogenea	Polystomatidea	Polystomatidae	Protopolystoma	Protopolystoma xenopodis
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Prolecithophora	Plagiostomidae	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Proseriata	Monocelididae	Monocelis	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Proseriata	Monocelididae	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Proseriata	NA	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Promesostomidae	Promesostoma	Promesostoma cochleare
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Promesostomidae	Promesostoma	Promesostoma neglectum
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Promesostomidae	Promesostoma	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Promesostomidae	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Provorticidae	Provortex	Provortex balticus
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Provorticidae	Provortex	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Provorticidae	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Solenopharyngidae	NA	Solenopharyngidae sp. NVS-2013
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Trigonostomidae	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	Umagillidae	Syndesmis	NA
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	Rhabdocoela	NA	NA	NA
Eukaryota	Metazoa	Platyhelminthes	Trematoda	Strigeidida	Schistosomatidae	Schistosoma	Schistosoma mansoni
Eukaryota	Metazoa	Platyhelminthes	Rhabditophora	NA	NA	NA	NA
Eukaryota	Metazoa	Platyhelminthes	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Porifera	Demospongiae	Bubarida	Dictyonellidae	Scopalina	Scopalina ruetzleri
Eukaryota	Metazoa	Porifera	Calcarea	Clathrinida	Clathrinidae	Clathrina	NA
Eukaryota	Metazoa	Porifera	Calcarea	Clathrinida	NA	NA	NA
Eukaryota	Metazoa	Porifera	Demospongiae	Haplosclerida	Niphatidae	Amphimedon	Amphimedon queenslandica
Eukaryota	Metazoa	Priapulida	Priapulimorpha	Priapulimorphida	Priapulidae	Priapulus	Priapulus caudatus
Eukaryota	Metazoa	Rotifera	Monogononta	Ploima	Brachionidae	Keratella	NA
Eukaryota	Metazoa	Rotifera	Monogononta	Ploima	Brachionidae	NA	NA
Eukaryota	Metazoa	Rotifera	Monogononta	Ploima	Proalidae	Proales	Proales reinhardti
Eukaryota	Metazoa	Rotifera	Monogononta	Ploima	Trichocercidae	Trichocerca	Trichocerca rattus
Eukaryota	Metazoa	Rotifera	Monogononta	Ploima	NA	NA	NA
Eukaryota	Metazoa	Rotifera	Monogononta	NA	NA	NA	NA
Eukaryota	Metazoa	Rotifera	NA	NA	NA	NA	NA
Eukaryota	Metazoa	Tardigrada	Eutardigrada	Parachela	Ramazzottiidae	Ramazzottius	Ramazzottius varieornatus
Eukaryota	Metazoa	Xenacoelomorpha	NA	Acoela	Childiidae	Childia	Childia groenlandica
Eukaryota	Metazoa	Xenacoelomorpha	NA	Acoela	Convolutidae	NA	NA
Eukaryota	Metazoa	Xenacoelomorpha	NA	Acoela	Mecynostomidae	Paramecynostomum	Paramecynostomum diversicolor
Eukaryota	Metazoa	Xenacoelomorpha	NA	Acoela	Mecynostomidae	NA	NA
Eukaryota	Metazoa	Xenacoelomorpha	NA	Acoela	Sagittiferidae	Convolutriloba	Convolutriloba longifissura
Eukaryota	Metazoa	Xenacoelomorpha	NA	Acoela	NA	NA	NA
Eukaryota	Metazoa	NA	NA	NA	NA	NA	invertebrate environmental sample
Eukaryota	Metazoa	NA	NA	NA	NA	NA	uncultured metazoan
Eukaryota	Metazoa	NA	NA	NA	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	Bryopsis plumosa
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	Bryopsis vestita
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	Bryopsis	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Bryopsidaceae	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	Ostreobiaceae	Ostreobium	NA
Eukaryota	Viridiplantae	Chlorophyta	Ulvophyceae	Bryopsidales	NA	NA	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chaetopeltidales	Chaetopeltidaceae	Chaetopeltis	Chaetopeltis orbicularis
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophoraceae	Dilabifilum	Dilabifilum sp. W1058
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chaetophorales	Uronemataceae	Uronema	Uronema sp. CCAP 334/1
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Carteria	Carteria sp. SAG 8-5
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas applanata
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas callosa
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas leiostraca
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas moewusii
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas noctigama
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas parkeae
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas peterfii
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas pumilio
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas reinhardtii
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas sp. CCMP222
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas sp. ICE-L
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	Chlamydomonas sp. UWO 241
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chlamydomonas	NA
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Chloromonas	Chloromonas perforata
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Microglena	Microglena monadina
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Microglena	Microglena uva-maris
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Polytoma	Polytoma uvella
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	Polytomella	Polytomella sp. Pringsheim 198.80
Eukaryota	Viridiplantae	Chlorophyta	Chlorophyceae	Chlamydomonadales	Chlamydomonadaceae	NA	NA
