superkingdom	kingdom	phylum	order	class	family	genus	species	06-mergeLCA//A0_2	06-mergeLCA//B0_2	06-mergeLCA//C0_2	06-mergeLCA//A1_2	06-mergeLCA//B1_2	06-mergeLCA//C1_2	06-mergeLCA//A5_0	06-mergeLCA//B5_0	06-mergeLCA//C5_0	06-mergeLCA//A8_0	06-mergeLCA//B8_0	06-mergeLCA//C8_0	06-mergeLCA//GP_1	06-mergeLCA//GP_2	06-mergeLCA//GP_3
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiales	Trebouxiophyceae	Trebouxiaceae	Trebouxia	Trebouxia aggregata	1	0	0	0	2	6	11	4	78	8	4	37	1	0	4
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiales	Trebouxiophyceae	Trebouxiaceae	Trebouxia	Trebouxia arboricola	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiales	Trebouxiophyceae	Trebouxiaceae	Trebouxia	Trebouxia decolorans	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiales	Trebouxiophyceae	Trebouxiaceae	Trebouxia	Trebouxia sp. AM-2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota	Viridiplantae	Chlorophyta	Trebouxiales	Trebouxiophyceae	Trebouxiaceae	Trebouxia	NA	0	0	0	0	0	0	1	1	5	1	1	7	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Chlorocystidaceae	Desmochloris	Desmochloris halophila	0	0	0	1	0	2	0	3	1	1	5	4	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Chlorocystidaceae	Halochlorococcum	Halochlorococcum sp. NIES-1838	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Helicodictyaceae	Rhexinema	Rhexinema sarcinoideum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Sarcinofilaceae	Sarcinofilum	Sarcinofilum mucosum	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Tupiellaceae	Tupiella	Tupiella akineta	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Ulotrichaceae	Capsosiphon	Capsosiphon fulvescens	0	0	0	0	0	0	0	1	1	1	16	2	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Ulotrichaceae	Urospora	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	Ulotrichaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota	Viridiplantae	Chlorophyta	Ulotrichales	Ulvophyceae	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Kornmanniaceae	Pseudendoclonium	Pseudendoclonium arthropyreniae	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Kornmanniaceae	NA	NA	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Blidingia	Blidingia minima	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Blidingia	Blidingia sp. DT1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Blidingia	NA	1	2	0	3	4	0	7	0	0	7	6	0	2	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Pseudoneochloris	Pseudoneochloris marina	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva compressa	3	8	3	13	1	6	3	2	1	5	8	0	9	10	1
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva expansa	2	7	0	10	1	0	2	2	0	5	1	1	1	1	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva flexuosa	0	2	3	3	4	0	1	0	1	2	2	0	3	0	2
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva lactuca	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva linza	0	0	0	0	2	2	9	3	0	11	1	1	2	2	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva mutabilis	0	0	0	6	0	0	3	1	0	2	1	1	0	0	1
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva ohnoi	0	0	1	2	0	1	0	0	2	0	1	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva partita	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva pertusa	1	1	0	7	2	1	1	2	0	1	3	0	1	4	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva prolifera	2	2	4	29	8	4	29	19	9	61	16	14	8	7	1
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	Ulva sp. UNA00071828	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Ulva	NA	117	104	56	548	121	81	395	185	113	546	256	123	150	152	57
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	Umbraulva	Umbraulva japonica	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvaceae	NA	NA	3	4	1	20	7	2	19	8	2	17	9	0	2	3	2
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvellaceae	Ulvella	Ulvella leptochaete	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	Ulvellaceae	Ulvella	NA	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	NA	Paulbroadya	Paulbroadya prostrata	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	Ulvales	Ulvophyceae	NA	NA	NA	1	1	0	11	0	1	4	2	2	1	5	1	1	1	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Chlorophyceae	NA	NA	NA	0	4	0	7	2	6	14	8	26	3	5	15	3	7	1
Eukaryota	Viridiplantae	Chlorophyta	NA	Mamiellophyceae	NA	NA	uncultured Mamiellophyceae	0	0	0	4	1	2	0	0	0	0	0	0	1	1	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Mamiellophyceae	NA	NA	NA	36	27	26	111	118	210	1	3	3	2	3	4	55	64	44
Eukaryota	Viridiplantae	Chlorophyta	NA	Pedinophyceae	NA	NA	Pedinophyceae sp. YPF-701	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
Eukaryota	Viridiplantae	Chlorophyta	NA	Pedinophyceae	NA	NA	uncultured Pedinophyceae	0	1	2	2	2	2	0	0	0	1	0	0	1	1	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Pedinophyceae	NA	NA	NA	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Chloroidium	Chloroidium saccharophilum	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Choricystis	Choricystis parasitica	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Choricystis	NA	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Coccomyxa	Coccomyxa subellipsoidea	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Coccomyxa	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Picochlorum	Picochlorum atomus	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Picochlorum	Picochlorum sp. 'soloecismus'	5	2	2	21	16	20	8	6	4	7	14	11	2	3	3
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Picochlorum	NA	0	0	1	3	2	1	3	1	1	1	0	1	0	0	1
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	Pseudococcomyxa	Pseudococcomyxa sp. KJ	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	NA	uncultured Choricystis	1	0	0	6	2	2	1	0	0	1	0	1	0	2	3
Eukaryota	Viridiplantae	Chlorophyta	NA	Trebouxiophyceae	NA	NA	NA	1	1	2	4	3	3	2	2	1	3	2	3	0	4	1
Eukaryota	Viridiplantae	Chlorophyta	NA	Ulvophyceae	NA	NA	Ulvophyceae sp. GWS021863	0	0	0	0	0	0	1	6	0	6	9	1	3	2	0
Eukaryota	Viridiplantae	Chlorophyta	NA	Ulvophyceae	NA	NA	NA	22	17	9	88	17	7	60	25	3	94	42	11	13	13	12
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	Pycnococcaceae	Pseudoscourfieldia	Pseudoscourfieldia marina	0	0	0	4	1	1	0	0	0	0	2	0	2	1	0
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	Pycnococcaceae	Pycnococcus	Pycnococcus provasolii	6	12	10	58	54	58	3	13	8	5	5	1	19	19	17
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	Pycnococcaceae	NA	NA	0	2	5	11	14	6	0	3	5	1	2	0	3	3	2
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	uncultured Chlorophyta	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	uncultured prasinophyte	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Chlorophyta	NA	NA	NA	NA	NA	115	100	117	255	319	281	97	71	76	105	78	69	173	204	140
Eukaryota	Viridiplantae	Streptophyta	Alismatales	Magnoliopsida	Araceae	Spirodela	Spirodela polyrhiza	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Alismatales	Magnoliopsida	Araceae	Wolffia	Wolffia arrhiza	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Alismatales	Magnoliopsida	Zosteraceae	Zostera	Zostera marina	11	3	42	19	18	27	75	41	80	108	100	140	12	49	15
Eukaryota	Viridiplantae	Streptophyta	Alismatales	Magnoliopsida	Zosteraceae	Zostera	NA	0	0	2	0	0	0	0	0	1	0	1	1	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Alismatales	Magnoliopsida	NA	NA	NA	0	1	0	0	1	0	0	1	2	2	2	3	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Amborellales	Magnoliopsida	Amborellaceae	Amborella	Amborella trichopoda	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Apiales	Magnoliopsida	Apiaceae	Daucus	Daucus carota	0	0	3	0	1	0	0	3	1	0	0	0	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Apiales	Magnoliopsida	Apiaceae	NA	NA	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Aquifoliales	Magnoliopsida	Aquifoliaceae	Ilex	Ilex pubescens	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Arecales	Magnoliopsida	Arecaceae	Elaeis	Elaeis guineensis	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Arecales	Magnoliopsida	Arecaceae	Phoenix	Phoenix dactylifera	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Asparagales	Magnoliopsida	Amaryllidaceae	Allium	Allium cepa	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Asparagales	Magnoliopsida	Amaryllidaceae	Allium	Allium sativum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Eukaryota	Viridiplantae	Streptophyta	Asterales	Magnoliopsida	Asteraceae	Helianthus	Helianthus annuus	0	0	0	106	0	0	0	0	0	2	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Asterales	Magnoliopsida	Asteraceae	Helianthus	NA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Asterales	Magnoliopsida	Asteraceae	NA	NA	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Austrobaileyales	Magnoliopsida	Schisandraceae	Schisandra	Schisandra sphenanthera	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Brassicales	Magnoliopsida	Brassicaceae	Arabidopsis	Arabidopsis lyrata	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Brassicales	Magnoliopsida	Brassicaceae	Arabidopsis	Arabidopsis thaliana	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Brassicales	Magnoliopsida	Brassicaceae	Brassica	Brassica oleracea	1	1	0	0	0	1	0	0	3	0	1	4	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Brassicales	Magnoliopsida	Brassicaceae	Brassica	Brassica rapa	0	0	0	3	1	0	3	0	0	3	0	0	1	1	0
Eukaryota	Viridiplantae	Streptophyta	Brassicales	Magnoliopsida	Brassicaceae	Brassica	NA	0	0	2	3	1	0	0	1	2	0	0	1	0	0	1
Eukaryota	Viridiplantae	Streptophyta	Caryophyllales	Magnoliopsida	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Chlorokybales	Chlorokybophyceae	Chlorokybaceae	Chlorokybus	Chlorokybus atmophyticus	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Coleochaetales	Coleochaetophyceae	Chaetosphaeridiaceae	Chaetosphaeridium	Chaetosphaeridium globosum	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Cucurbitales	Magnoliopsida	Cucurbitaceae	Cucumis	Cucumis melo	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Cucurbitales	Magnoliopsida	Cucurbitaceae	Cucumis	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Cucurbitales	Magnoliopsida	Cucurbitaceae	Cucurbita	Cucurbita pepo	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Cucurbitales	Magnoliopsida	Cucurbitaceae	Cucurbita	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Cupressales	Pinopsida	Cupressaceae	NA	NA	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Cupressales	Pinopsida	NA	NA	NA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Desmidiales	Zygnemophyceae	Closteriaceae	Closterium	NA	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Desmidiales	Zygnemophyceae	Desmidiaceae	Teilingia	Teilingia granulata	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Desmidiales	Zygnemophyceae	Desmidiaceae	Triploceras	Triploceras gracile	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Dioscoreales	Magnoliopsida	Dioscoreaceae	Dioscorea	Dioscorea rotundata	0	0	10	1	5	102	0	3	104	0	2	128	0	0	18
Eukaryota	Viridiplantae	Streptophyta	Ericales	Magnoliopsida	Theaceae	Camellia	Camellia sinensis	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Arachis	Arachis hypogaea	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Cajanus	Cajanus cajan	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Cicer	Cicer arietinum	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Glycine	Glycine max	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Glycine	NA	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Lupinus	Lupinus angustifolius	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Lupinus	NA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Phaseolus	Phaseolus vulgaris	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Pisum	Pisum sativum	0	0	0	0	0	0	0	9	0	0	0	1	0	0	1
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Pisum	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Robinia	Robinia pseudoacacia	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Trifolium	Trifolium pratense	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Vigna	Vigna angularis	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Vigna	Vigna unguiculata	0	0	0	2	1	0	0	0	0	3	0	0	0	0	4
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	Vigna	NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fabales	Magnoliopsida	Fabaceae	NA	NA	0	0	0	0	0	1	0	0	2	0	1	5	3	0	1
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Betulaceae	Betula	Betula pendula	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Betulaceae	Betula	Betula platyphylla	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Betulaceae	NA	NA	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Fagaceae	Fagus	NA	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Fagaceae	Quercus	Quercus lobata	0	0	1	0	0	0	0	0	5	0	1	10	0	0	1
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Fagaceae	Quercus	Quercus robur	0	0	0	0	0	0	0	0	9	0	1	21	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Fagaceae	Quercus	Quercus suber	0	0	3	0	0	0	0	0	2	0	0	3	0	2	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Fagaceae	Quercus	NA	0	0	0	0	1	1	0	1	6	0	0	14	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Fagaceae	NA	NA	0	0	0	0	0	0	0	1	1	0	0	4	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	Juglandaceae	Juglans	Juglans regia	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Fagales	Magnoliopsida	NA	NA	NA	0	0	0	0	1	0	0	0	4	0	0	3	2	0	2
Eukaryota	Viridiplantae	Streptophyta	Lamiales	Magnoliopsida	Oleaceae	Olea	Olea europaea	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Lamiales	Magnoliopsida	Oleaceae	Osmanthus	Osmanthus fragrans	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Lamiales	Magnoliopsida	Orobanchaceae	Aphyllon	Aphyllon epigalium	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Lamiales	Magnoliopsida	Orobanchaceae	Orobanche	NA	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Magnoliales	Magnoliopsida	Magnoliaceae	Liriodendron	Liriodendron tulipifera	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	Euphorbiaceae	Hevea	Hevea brasiliensis	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	Euphorbiaceae	Ricinus	Ricinus communis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	Linaceae	Linum	Linum usitatissimum	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	Salicaceae	Populus	Populus trichocarpa	0	0	0	1	0	1	1	0	1	0	0	3	1	0	1
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	Salicaceae	Populus	NA	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	Salicaceae	NA	NA	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malpighiales	Magnoliopsida	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Bombax	Bombax ceiba	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Durio	Durio zibethinus	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Gossypium	Gossypium hirsutum	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Gossypium	Gossypium raimondii	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Gossypium	Gossypium turneri	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Gossypium	NA	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	Theobroma	Theobroma cacao	0	0	1	0	0	6	2	0	5	0	0	11	0	2	4
Eukaryota	Viridiplantae	Streptophyta	Malvales	Magnoliopsida	Malvaceae	NA	NA	0	0	0	0	0	2	0	0	2	0	0	9	2	0	1
Eukaryota	Viridiplantae	Streptophyta	Marchantiales	Marchantiopsida	Marchantiaceae	Marchantia	NA	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Mesostigmatales	Mesostigmatophyceae	Mesostigmataceae	Mesostigma	Mesostigma viride	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Myrtales	Magnoliopsida	Lythraceae	Lagerstroemia	Lagerstroemia indica	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Myrtales	Magnoliopsida	Myrtaceae	Eucalyptus	Eucalyptus grandis	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0
Eukaryota	Viridiplantae	Streptophyta	Myrtales	Magnoliopsida	Myrtaceae	Rhodamnia	Rhodamnia argentea	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Myrtales	Magnoliopsida	Myrtaceae	NA	NA	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Orthotrichales	Bryopsida	Orthotrichaceae	Pulvigera	Pulvigera lyellii	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Pinales	Pinopsida	Pinaceae	Cedrus	Cedrus atlantica	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Pinales	Pinopsida	Pinaceae	Cedrus	Cedrus deodara	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Eukaryota	Viridiplantae	Streptophyta	Pinales	Pinopsida	Pinaceae	Picea	Picea glauca	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
